* Measurement data measured by REW V5.30
* Source: Input device not selected, no input selected, L, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -18.0 dBFS with no timing reference
* Dated: Nov 16, 2024 12:23:32 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Senn 6XX (Ex) R1
* Smoothing: 1/12 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.300 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
58.000000	83.418	-137.8716
59.000000	83.405	-138.4194
60.000000	83.393	-138.6378
60.799999	83.410	-138.6423
61.500000	83.454	-138.6659
62.200001	83.516	-138.8143
63.000000	83.588	-139.1583
64.000000	83.661	-139.7565
65.000000	83.708	-140.4117
66.000000	83.737	-141.0305
67.000000	83.761	-141.5651
68.000000	83.781	-142.0168
69.000000	83.794	-142.4195
70.000000	83.803	-142.8038
71.000000	83.818	-143.1638
72.000000	83.842	-143.4613
73.000000	83.871	-143.6674
74.000000	83.906	-143.7869
75.000000	83.953	-143.8589
76.199997	84.026	-143.9643
77.500000	84.120	-144.1992
78.800003	84.220	-144.6047
80.000000	84.305	-145.0947
81.199997	84.377	-145.6290
82.500000	84.439	-146.2016
83.800003	84.493	-146.7472
85.000000	84.545	-147.2441
86.199997	84.600	-147.7600
87.500000	84.660	-148.3582
88.500000	84.705	-148.8450
90.000000	84.765	-149.5973
91.199997	84.805	-150.2013
92.500000	84.841	-150.8472
93.800003	84.869	-151.4810
95.000000	84.889	-152.0576
96.199997	84.904	-152.6282
97.500000	84.915	-153.2316
98.800003	84.925	-153.8081
100.000000	84.933	-154.3102
101.500000	84.941	-154.8955
103.000000	84.947	-155.4482
104.400002	84.949	-155.9561
106.000000	84.949	-156.5442
107.500000	84.945	-157.1020
109.000000	84.934	-157.6473
110.599998	84.914	-158.1904
112.000000	84.889	-158.6131
113.800003	84.854	-159.0687
115.000000	84.831	-159.3223
117.199997	84.791	-159.7071
118.000000	84.778	-159.8253
120.599998	84.746	-160.1014
122.000000	84.739	-160.1698
124.099998	84.746	-160.2222
125.000000	84.756	-160.2497
126.500000	84.780	-160.3309
128.000000	84.811	-160.4759
131.500000	84.883	-161.0528
132.000000	84.892	-161.1527
134.000000	84.922	-161.5681
136.000000	84.945	-161.9952
138.000000	84.963	-162.4281
140.000000	84.975	-162.8586
143.000000	84.983	-163.5036
145.000000	84.981	-163.9341
147.500000	84.973	-164.4489
150.000000	84.964	-164.9312
152.500000	84.954	-165.3941
155.000000	84.943	-165.8540
157.500000	84.929	-166.3202
160.000000	84.908	-166.7776
162.500000	84.877	-167.1984
165.000000	84.837	-167.5545
167.500000	84.795	-167.8236
170.000000	84.757	-168.0156
172.500000	84.725	-168.1658
175.000000	84.700	-168.2982
177.500000	84.682	-168.4160
180.000000	84.669	-168.5183
182.500000	84.661	-168.6173
185.000000	84.658	-168.7323
187.500000	84.657	-168.8723
190.000000	84.656	-169.0375
192.500000	84.654	-169.2249
195.000000	84.649	-169.4297
197.500000	84.641	-169.6463
200.000000	84.630	-169.8664
203.000000	84.611	-170.1210
206.000000	84.587	-170.3473
209.000000	84.561	-170.5291
212.000000	84.534	-170.6615
214.000000	84.518	-170.7277
218.000000	84.492	-170.8322
220.000000	84.481	-170.8800
224.000000	84.465	-170.9884
227.000000	84.456	-171.0925
230.000000	84.446	-171.2163
233.000000	84.434	-171.3475
236.000000	84.421	-171.4728
240.000000	84.401	-171.6220
243.000000	84.385	-171.7217
247.000000	84.364	-171.8390
250.000000	84.348	-171.9136
254.000000	84.326	-172.0009
258.000000	84.304	-172.0849
262.000000	84.283	-172.1627
265.000000	84.269	-172.2129
269.000000	84.251	-172.2757
272.000000	84.237	-172.3254
276.000000	84.219	-172.3960
280.000000	84.202	-172.4647
285.000000	84.180	-172.5446
290.000000	84.157	-172.6269
295.000000	84.131	-172.7097
300.000000	84.101	-172.7803
304.000000	84.071	-172.8019
307.000000	84.049	-172.7858
311.000000	84.022	-172.7271
315.000000	84.002	-172.6502
320.000000	83.984	-172.5663
325.000000	83.970	-172.5124
330.000000	83.955	-172.4810
335.000000	83.938	-172.4532
340.000000	83.919	-172.4141
345.000000	83.899	-172.3613
350.000000	83.881	-172.3007
355.000000	83.864	-172.2397
360.000000	83.847	-172.1880
365.000000	83.828	-172.1466
370.000000	83.806	-172.1019
375.000000	83.782	-172.0385
382.000000	83.748	-171.9034
387.000000	83.724	-171.7749
395.000000	83.693	-171.5266
400.000000	83.678	-171.3559
406.000000	83.665	-171.1500
412.000000	83.657	-170.9584
418.000000	83.653	-170.7956
425.000000	83.646	-170.6414
431.000000	83.637	-170.5231
437.000000	83.624	-170.4057
444.000000	83.605	-170.2564
450.000000	83.586	-170.1047
455.000000	83.571	-169.9582
462.000000	83.550	-169.7238
468.000000	83.536	-169.4982
475.000000	83.523	-169.2145
482.000000	83.517	-168.9215
487.000000	83.515	-168.7153
494.000000	83.516	-168.4417
500.000000	83.518	-168.2228
508.000000	83.519	-167.9366
515.000000	83.521	-167.6762
522.000000	83.525	-167.4116
530.000000	83.532	-167.1216
538.000000	83.540	-166.8496
545.000000	83.548	-166.6196
552.000000	83.557	-166.3936
560.000000	83.570	-166.1481
570.000000	83.587	-165.8730
580.000000	83.598	-165.6190
590.000000	83.604	-165.3491
600.000000	83.610	-165.0472
608.000000	83.619	-164.8032
615.000000	83.629	-164.6042
622.000000	83.637	-164.4193
630.000000	83.644	-164.2121
640.000000	83.647	-163.9258
650.000000	83.649	-163.5727
660.000000	83.657	-163.1605
670.000000	83.676	-162.7373
680.000000	83.706	-162.3348
690.000000	83.743	-161.9776
700.000000	83.782	-161.6795
710.000000	83.820	-161.4298
720.000000	83.852	-161.2109
730.000000	83.880	-161.0011
740.000000	83.904	-160.7684
750.000000	83.930	-160.5043
762.000000	83.970	-160.1826
775.000000	84.023	-159.9008
788.000000	84.078	-159.7443
800.000000	84.119	-159.7052
812.000000	84.140	-159.7174
825.000000	84.141	-159.6931
838.000000	84.131	-159.5606
850.000000	84.124	-159.3701
862.000000	84.119	-159.2001
875.000000	84.101	-159.0902
885.000000	84.062	-158.9948
900.000000	83.960	-158.5469
912.000000	83.874	-157.7231
925.000000	83.834	-156.4350
938.000000	83.871	-155.0683
950.000000	83.957	-153.9831
962.000000	84.064	-153.1234
975.000000	84.186	-152.3967
988.000000	84.308	-151.8248
1000.000000	84.419	-151.4059
1015.000000	84.553	-151.0068
1030.000000	84.676	-150.7156
1044.000000	84.781	-150.5127
1060.000000	84.887	-150.3129
1075.000000	84.978	-150.1057
1090.000000	85.070	-149.8727
1106.000000	85.173	-149.6323
1120.000000	85.267	-149.4664
1138.000000	85.385	-149.3415
1150.000000	85.458	-149.3029
1172.000000	85.580	-149.2375
1180.000000	85.623	-149.2079
1206.000000	85.767	-149.1920
1220.000000	85.836	-149.2601
1241.000000	85.913	-149.3590
1250.000000	85.940	-149.3563
1265.000000	85.988	-149.2778
1280.000000	86.045	-149.1565
1315.000000	86.204	-149.0389
1320.000000	86.226	-149.0533
1340.000000	86.298	-149.1525
1360.000000	86.350	-149.2084
1380.000000	86.397	-149.1599
1400.000000	86.446	-149.0694
1430.000000	86.516	-148.8635
1450.000000	86.568	-148.6334
1475.000000	86.649	-148.3467
1500.000000	86.736	-148.1256
1525.000000	86.822	-147.9233
1550.000000	86.907	-147.7529
1575.000000	86.983	-147.5999
1600.000000	87.051	-147.3905
1625.000000	87.125	-147.0617
1650.000000	87.221	-146.6810
1675.000000	87.337	-146.4150
1700.000000	87.448	-146.3131
1725.000000	87.538	-146.2655
1750.000000	87.610	-146.1338
1775.000000	87.684	-145.8280
1800.000000	87.784	-145.4187
1825.000000	87.914	-145.0895
1850.000000	88.052	-144.9684
1875.000000	88.174	-145.0242
1900.000000	88.269	-145.1230
1925.000000	88.344	-145.1634
1950.000000	88.406	-145.0934
1975.000000	88.464	-144.8505
2000.000000	88.537	-144.4077
2030.000000	88.673	-143.7790
2060.000000	88.849	-143.3216
2090.000000	89.024	-143.1135
2120.000000	89.179	-142.9578
2140.000000	89.280	-142.7882
2180.000000	89.516	-142.3221
2200.000000	89.655	-142.1437
2240.000000	89.938	-142.0657
2270.000000	90.140	-142.0959
2300.000000	90.351	-142.1378
2330.000000	90.567	-142.2914
2360.000000	90.777	-142.5224
2400.000000	91.063	-142.8615
2430.000000	91.287	-143.2087
2470.000000	91.585	-143.8639
2500.000000	91.798	-144.4564
2540.000000	92.079	-145.2656
2580.000000	92.379	-146.1933
2620.000000	92.673	-147.4702
2650.000000	92.863	-148.5896
2690.000000	93.084	-150.0815
2720.000000	93.238	-151.1522
2760.000000	93.443	-152.5242
2800.000000	93.662	-153.9358
2850.000000	93.931	-156.0000
2900.000000	94.154	-158.2875
2950.000000	94.350	-160.5599
3000.000000	94.533	-162.9438
3040.000000	94.653	-164.9635
3070.000000	94.724	-166.4695
3110.000000	94.806	-168.4256
3150.000000	94.879	-170.3614
3200.000000	94.962	-172.8077
3250.000000	95.024	-175.3452
3300.000000	95.053	-177.9074
3350.000000	95.060	179.5973
3400.000000	95.058	177.0722
3450.000000	95.030	174.4648
3500.000000	94.969	171.8497
3550.000000	94.878	169.2515
3600.000000	94.751	166.6914
3650.000000	94.587	164.2505
3700.000000	94.397	161.9851
3750.000000	94.191	159.8436
3820.000000	93.863	156.9717
3870.000000	93.589	155.1149
3950.000000	93.095	152.6711
4000.000000	92.762	151.5359
4060.000000	92.358	150.6240
4120.000000	91.971	150.1210
4180.000000	91.606	149.9743
4250.000000	91.218	150.2384
4310.000000	90.934	150.8254
4370.000000	90.715	151.6731
4440.000000	90.570	152.7337
4500.000000	90.534	153.4280
4550.000000	90.549	153.7107
4620.000000	90.595	153.5622
4680.000000	90.622	152.9991
4750.000000	90.617	151.9934
4820.000000	90.561	150.8087
4870.000000	90.491	149.9515
4940.000000	90.360	148.8257
5000.000000	90.223	147.9904
5080.000000	90.029	147.1069
5150.000000	89.861	146.4899
5220.000000	89.696	145.9767
5300.000000	89.514	145.5390
5380.000000	89.352	145.2749
5450.000000	89.244	145.1716
5520.000000	89.190	145.0436
5600.000000	89.197	144.5594
5700.000000	89.256	142.9537
5800.000000	89.244	139.9988
5900.000000	89.040	136.1862
6000.000000	88.594	132.4098
6080.000000	88.077	130.0006
6150.000000	87.535	128.5906
6220.000000	86.939	127.9277
6300.000000	86.232	128.0931
6400.000000	85.371	129.5312
6500.000000	84.592	132.0510
6600.000000	83.931	135.3610
6700.000000	83.411	139.2182
6800.000000	83.044	143.3657
6900.000000	82.832	147.5701
7000.000000	82.767	151.6292
7100.000000	82.838	155.3527
7200.000000	83.022	158.5495
7300.000000	83.291	161.0591
7400.000000	83.606	162.7665
7500.000000	83.925	163.6490
7620.000000	84.265	163.7426
7750.000000	84.545	162.9672
7880.000000	84.724	161.6695
8000.000000	84.815	160.2568
8120.000000	84.855	158.7646
8250.000000	84.875	157.0894
8380.000000	84.911	155.1118
8500.000000	84.960	152.5179
8620.000000	84.959	148.6957
8750.000000	84.760	143.1319
8850.000000	84.371	138.4322
9000.000000	83.316	132.6832
9120.000000	82.102	130.7983
9250.000000	80.558	132.2932
9380.000000	78.965	137.3425
9500.000000	77.634	144.6815
9620.000000	76.625	153.9832
9750.000000	76.117	165.3527
9880.000000	76.351	176.7878
10000.000000	77.142	-173.8145
10150.000000	78.573	-164.9888
10300.000000	80.126	-160.2387
10440.000000	81.439	-159.6383
10600.000000	82.582	-162.9305
10750.000000	83.197	-168.5042
10900.000000	83.355	-174.5712
11060.000000	83.111	-179.6941
11200.000000	82.675	177.7917
11380.000000	82.006	177.3195
11500.000000	81.583	178.4417
11720.000000	80.999	-177.2578
11800.000000	80.879	-175.0837
12060.000000	81.111	-165.9886
12200.000000	81.849	-160.3535
12410.000000	83.758	-153.6913
12500.000000	84.706	-152.5996
12650.000000	86.181	-154.3604
12800.000000	87.306	-160.8022
13150.000000	88.033	174.4418
13200.000000	87.936	170.9362
13400.000000	87.202	158.9955
13600.000000	86.137	150.7619
13800.000000	85.001	145.5897
14000.000000	84.004	142.3001
14300.000000	83.074	137.7007
14500.000000	82.818	132.4241
14750.000000	82.539	121.2583
15000.000000	81.824	105.5466
15250.000000	80.443	87.6602
15500.000000	78.553	68.4109
15750.000000	76.728	45.9341
16000.000000	76.072	18.5078
16250.000000	77.210	-12.7510
16500.000000	79.121	-45.0789
16750.000000	80.670	-76.4125
17000.000000	81.391	-104.9035
17250.000000	81.205	-128.1171
17500.000000	80.184	-143.5461
17750.000000	78.492	-149.2748
18000.000000	76.481	-145.3309
18250.000000	74.873	-134.7491
18500.000000	74.506	-122.3206
18750.000000	75.381	-112.2207
19000.000000	76.769	-106.7701
19250.000000	78.113	-106.4145
19500.000000	79.163	-110.0334
19750.000000	79.843	-115.2301
