* Measurement data measured by REW V5.30
* Source: Input device not selected, no input selected, L, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -18.0 dBFS with no timing reference
* Dated: Nov 16, 2024 12:21:16 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Senn 6XX (Ex) L1
* Smoothing: 1/12 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.300 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
73.000000	84.129	-141.8756
74.000000	84.190	-142.2632
75.000000	84.255	-142.6609
76.199997	84.339	-143.1957
77.500000	84.431	-143.8305
78.800003	84.513	-144.4742
80.000000	84.580	-145.0469
81.199997	84.646	-145.6086
82.500000	84.718	-146.2510
83.800003	84.790	-146.9587
85.000000	84.851	-147.6668
86.199997	84.905	-148.4197
87.500000	84.950	-149.2751
88.500000	84.973	-149.9463
90.000000	84.984	-150.9209
91.199997	84.969	-151.6068
92.500000	84.936	-152.1829
93.800003	84.903	-152.5622
95.000000	84.889	-152.7854
96.199997	84.901	-152.9761
97.500000	84.937	-153.2386
98.800003	84.985	-153.6015
100.000000	85.026	-154.0189
101.500000	85.065	-154.6180
103.000000	85.089	-155.2532
104.400002	85.102	-155.8331
106.000000	85.111	-156.4603
107.500000	85.118	-157.0250
109.000000	85.121	-157.5771
110.599998	85.117	-158.1553
112.000000	85.108	-158.6547
113.800003	85.088	-159.2778
115.000000	85.070	-159.6653
117.199997	85.029	-160.2706
118.000000	85.013	-160.4465
120.599998	84.955	-160.8210
122.000000	84.928	-160.9041
124.099998	84.909	-160.9463
125.000000	84.911	-160.9645
126.500000	84.929	-161.0333
128.000000	84.956	-161.1717
131.500000	85.026	-161.7521
132.000000	85.035	-161.8553
134.000000	85.064	-162.2875
136.000000	85.084	-162.7321
138.000000	85.098	-163.1868
140.000000	85.107	-163.6545
143.000000	85.117	-164.3577
145.000000	85.119	-164.8173
147.500000	85.116	-165.3752
150.000000	85.105	-165.9109
152.500000	85.087	-166.4225
155.000000	85.064	-166.9119
157.500000	85.037	-167.3750
160.000000	85.008	-167.7967
162.500000	84.977	-168.1746
165.000000	84.945	-168.5162
167.500000	84.911	-168.8230
170.000000	84.876	-169.0826
172.500000	84.844	-169.2910
175.000000	84.819	-169.4704
177.500000	84.798	-169.6482
180.000000	84.778	-169.8385
182.500000	84.759	-170.0360
185.000000	84.741	-170.2243
187.500000	84.723	-170.3978
190.000000	84.707	-170.5639
192.500000	84.691	-170.7308
195.000000	84.674	-170.8987
197.500000	84.657	-171.0640
200.000000	84.639	-171.2267
203.000000	84.617	-171.4189
206.000000	84.594	-171.6087
209.000000	84.569	-171.7952
212.000000	84.544	-171.9694
214.000000	84.526	-172.0732
218.000000	84.489	-172.2458
220.000000	84.470	-172.3183
224.000000	84.433	-172.4419
227.000000	84.408	-172.5102
230.000000	84.387	-172.5610
233.000000	84.371	-172.6113
236.000000	84.357	-172.6764
240.000000	84.339	-172.7885
243.000000	84.324	-172.8819
247.000000	84.300	-173.0017
250.000000	84.281	-173.0832
254.000000	84.255	-173.1804
258.000000	84.227	-173.2628
262.000000	84.198	-173.3250
265.000000	84.177	-173.3515
269.000000	84.152	-173.3590
272.000000	84.135	-173.3529
276.000000	84.115	-173.3443
280.000000	84.097	-173.3481
285.000000	84.076	-173.3881
290.000000	84.053	-173.4609
295.000000	84.024	-173.5332
300.000000	83.988	-173.5699
304.000000	83.955	-173.5547
307.000000	83.932	-173.5161
311.000000	83.905	-173.4414
315.000000	83.882	-173.3607
320.000000	83.856	-173.2684
325.000000	83.832	-173.1707
330.000000	83.811	-173.0352
335.000000	83.795	-172.8743
340.000000	83.782	-172.7402
345.000000	83.763	-172.6513
350.000000	83.737	-172.5802
355.000000	83.711	-172.4991
360.000000	83.691	-172.4052
365.000000	83.677	-172.3041
370.000000	83.665	-172.1971
375.000000	83.655	-172.0806
382.000000	83.638	-171.9014
387.000000	83.624	-171.7644
395.000000	83.601	-171.5306
400.000000	83.589	-171.3810
406.000000	83.577	-171.1982
412.000000	83.566	-171.0026
418.000000	83.556	-170.7936
425.000000	83.549	-170.5612
431.000000	83.546	-170.3888
437.000000	83.542	-170.2362
444.000000	83.533	-170.0627
450.000000	83.524	-169.8974
455.000000	83.517	-169.7442
462.000000	83.510	-169.5182
468.000000	83.506	-169.3256
475.000000	83.501	-169.1039
482.000000	83.494	-168.8738
487.000000	83.489	-168.6997
494.000000	83.484	-168.4434
500.000000	83.482	-168.2166
508.000000	83.484	-167.9123
515.000000	83.488	-167.6486
522.000000	83.494	-167.3911
530.000000	83.502	-167.1060
538.000000	83.512	-166.8319
545.000000	83.521	-166.5991
552.000000	83.530	-166.3659
560.000000	83.541	-166.0966
570.000000	83.557	-165.7576
580.000000	83.575	-165.4197
590.000000	83.599	-165.0922
600.000000	83.626	-164.7984
608.000000	83.649	-164.6038
615.000000	83.666	-164.4570
622.000000	83.680	-164.3147
630.000000	83.693	-164.1366
640.000000	83.709	-163.8781
650.000000	83.729	-163.5985
660.000000	83.754	-163.3412
670.000000	83.778	-163.1335
680.000000	83.796	-162.9479
690.000000	83.811	-162.7368
700.000000	83.827	-162.4890
710.000000	83.850	-162.2252
720.000000	83.878	-161.9691
730.000000	83.908	-161.7429
740.000000	83.938	-161.5616
750.000000	83.965	-161.4251
762.000000	83.989	-161.2975
775.000000	84.003	-161.1503
788.000000	84.010	-160.9418
800.000000	84.018	-160.6894
812.000000	84.033	-160.4155
825.000000	84.059	-160.1728
838.000000	84.082	-160.0434
850.000000	84.087	-160.0083
862.000000	84.065	-159.9870
875.000000	84.006	-159.8447
885.000000	83.940	-159.5293
900.000000	83.847	-158.5699
912.000000	83.820	-157.4687
925.000000	83.859	-156.2291
938.000000	83.950	-155.1919
950.000000	84.054	-154.4890
962.000000	84.155	-153.9897
975.000000	84.250	-153.5840
988.000000	84.332	-153.2220
1000.000000	84.400	-152.8673
1015.000000	84.489	-152.3709
1030.000000	84.593	-151.8735
1044.000000	84.703	-151.5040
1060.000000	84.829	-151.2443
1075.000000	84.935	-151.1181
1090.000000	85.026	-151.0388
1106.000000	85.110	-150.9454
1120.000000	85.178	-150.8252
1138.000000	85.270	-150.6370
1150.000000	85.335	-150.5229
1172.000000	85.456	-150.3811
1180.000000	85.500	-150.3546
1206.000000	85.630	-150.3658
1220.000000	85.689	-150.4192
1241.000000	85.754	-150.4631
1250.000000	85.777	-150.4316
1265.000000	85.820	-150.3051
1280.000000	85.875	-150.1414
1315.000000	86.036	-149.9841
1320.000000	86.058	-150.0037
1340.000000	86.126	-150.1386
1360.000000	86.164	-150.2332
1380.000000	86.185	-150.1505
1400.000000	86.215	-149.8591
1430.000000	86.309	-149.3786
1450.000000	86.381	-149.2104
1475.000000	86.457	-149.0555
1500.000000	86.533	-148.8407
1525.000000	86.621	-148.6398
1550.000000	86.705	-148.5077
1575.000000	86.773	-148.3331
1600.000000	86.853	-148.0386
1625.000000	86.961	-147.8221
1650.000000	87.060	-147.8564
1675.000000	87.118	-147.9427
1700.000000	87.152	-147.8590
1725.000000	87.186	-147.5998
1750.000000	87.227	-147.2428
1775.000000	87.272	-146.7834
1800.000000	87.332	-146.1732
1825.000000	87.425	-145.4791
1850.000000	87.553	-144.8376
1875.000000	87.705	-144.3564
1900.000000	87.861	-144.0896
1925.000000	88.002	-143.9855
1950.000000	88.126	-143.9024
1975.000000	88.247	-143.7796
2000.000000	88.375	-143.6948
2030.000000	88.518	-143.7464
2060.000000	88.624	-143.7952
2090.000000	88.720	-143.6178
2120.000000	88.839	-143.3537
2140.000000	88.918	-143.2283
2180.000000	89.046	-142.8403
2200.000000	89.115	-142.4340
2240.000000	89.325	-141.3995
2270.000000	89.537	-140.7129
2300.000000	89.775	-140.1637
2330.000000	90.036	-139.7260
2360.000000	90.324	-139.4178
2400.000000	90.746	-139.3753
2430.000000	91.066	-139.7148
2470.000000	91.469	-140.5794
2500.000000	91.747	-141.4821
2540.000000	92.069	-142.9053
2580.000000	92.347	-144.3582
2620.000000	92.602	-145.7941
2650.000000	92.784	-146.8643
2690.000000	93.022	-148.3049
2720.000000	93.197	-149.4272
2760.000000	93.425	-151.0089
2800.000000	93.639	-152.7288
2850.000000	93.872	-155.0343
2900.000000	94.062	-157.3513
2950.000000	94.236	-159.5916
3000.000000	94.402	-161.8934
3040.000000	94.522	-163.8000
3070.000000	94.603	-165.2666
3110.000000	94.699	-167.2923
3150.000000	94.774	-169.3862
3200.000000	94.832	-172.0312
3250.000000	94.855	-174.6243
3300.000000	94.855	-177.1339
3350.000000	94.839	-179.6087
3400.000000	94.801	177.9218
3450.000000	94.738	175.4924
3500.000000	94.653	173.1209
3550.000000	94.547	170.8360
3600.000000	94.428	168.6211
3650.000000	94.297	166.3992
3700.000000	94.141	164.1541
3750.000000	93.949	161.9540
3820.000000	93.621	159.0723
3870.000000	93.344	157.2349
3950.000000	92.833	154.8767
4000.000000	92.486	153.8738
4060.000000	92.064	153.2065
4120.000000	91.667	153.0651
4180.000000	91.312	153.3279
4250.000000	90.962	154.0267
4310.000000	90.729	154.8687
4370.000000	90.562	155.8257
4440.000000	90.453	156.9407
4500.000000	90.430	157.7971
4550.000000	90.460	158.3730
4620.000000	90.572	158.7656
4680.000000	90.702	158.5207
4750.000000	90.828	157.5088
4820.000000	90.873	155.9984
4870.000000	90.849	154.8624
4940.000000	90.759	153.4699
5000.000000	90.662	152.5498
5080.000000	90.553	151.5768
5150.000000	90.488	150.6902
5220.000000	90.429	149.5887
5300.000000	90.327	148.1284
5380.000000	90.172	146.7594
5450.000000	90.020	145.8514
5520.000000	89.897	145.1717
5600.000000	89.827	144.3159
5700.000000	89.807	142.4122
5800.000000	89.724	139.3031
5900.000000	89.460	135.5008
6000.000000	88.977	131.8691
6080.000000	88.456	129.5596
6150.000000	87.929	128.1245
6220.000000	87.355	127.2841
6300.000000	86.668	127.0761
6400.000000	85.802	127.9170
6500.000000	84.976	129.8307
6600.000000	84.222	132.6373
6700.000000	83.563	136.2113
6800.000000	83.025	140.4300
6900.000000	82.635	145.1315
7000.000000	82.423	150.1013
7100.000000	82.408	155.0524
7200.000000	82.590	159.6393
7300.000000	82.944	163.5122
7400.000000	83.421	166.3648
7500.000000	83.956	167.9712
7620.000000	84.578	168.1397
7750.000000	85.118	166.3942
7880.000000	85.444	163.2524
8000.000000	85.535	159.7527
8120.000000	85.430	156.2614
8250.000000	85.130	153.0438
8380.000000	84.701	150.7820
8500.000000	84.264	149.5895
8620.000000	83.858	149.0166
8750.000000	83.499	148.5447
8850.000000	83.272	147.8435
9000.000000	82.904	145.7828
9120.000000	82.458	143.5475
9250.000000	81.727	141.5501
9380.000000	80.722	141.2668
9500.000000	79.606	143.4726
9620.000000	78.422	148.5336
9750.000000	77.287	157.1653
9880.000000	76.653	168.2266
10000.000000	76.790	179.2835
10150.000000	77.947	-167.8877
10300.000000	79.765	-158.3401
10440.000000	81.581	-153.9361
10600.000000	83.363	-155.1562
10750.000000	84.479	-161.6505
10900.000000	84.947	-170.7980
11060.000000	84.789	-179.9653
11200.000000	84.251	174.4420
11380.000000	83.275	171.2633
11500.000000	82.577	171.4151
11720.000000	81.450	175.4977
11800.000000	81.151	177.9595
12060.000000	80.911	-171.8049
12200.000000	81.387	-165.8301
12410.000000	82.871	-158.4014
12500.000000	83.688	-156.4759
12650.000000	85.092	-155.8557
12800.000000	86.341	-159.0744
13150.000000	87.801	-178.8286
13200.000000	87.817	177.7690
13400.000000	87.479	165.1159
13600.000000	86.693	155.3267
13800.000000	85.732	148.5041
14000.000000	84.832	143.6130
14300.000000	83.933	136.4570
14500.000000	83.621	129.2466
14750.000000	83.193	115.3238
15000.000000	82.245	96.4195
15250.000000	80.503	74.9917
15500.000000	78.080	51.8593
15750.000000	75.606	25.2927
16000.000000	74.614	-5.0350
16250.000000	76.014	-35.8641
16500.000000	78.276	-64.1754
16750.000000	80.108	-90.0474
17000.000000	81.073	-113.9340
17250.000000	81.096	-134.1915
17500.000000	80.291	-148.3444
17750.000000	78.854	-154.8163
18000.000000	77.053	-153.3194
18250.000000	75.334	-145.0862
18500.000000	74.393	-133.0540
18750.000000	74.692	-121.1143
19000.000000	75.851	-112.5648
19250.000000	77.202	-108.9478
19500.000000	78.346	-109.8098
19750.000000	79.127	-113.0438
