* Measurement data measured by REW V5.30
* Source: Input device not selected, no input selected, L, volume: no control
* Format: 256k Log Swept Sine, 1 sweep at -18.0 dBFS with no timing reference
* Dated: Nov 16, 2024 12:21:40 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Senn 6XX (Ex) L2
* Smoothing: 1/12 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.300 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
82.500000	84.782	-147.1405
83.800003	84.827	-147.8717
85.000000	84.864	-148.5877
86.199997	84.891	-149.3347
87.500000	84.906	-150.1456
88.500000	84.906	-150.7508
90.000000	84.884	-151.5739
91.199997	84.854	-152.0998
92.500000	84.824	-152.5035
93.800003	84.812	-152.7744
95.000000	84.823	-152.9853
96.199997	84.854	-153.2222
97.500000	84.901	-153.5460
98.800003	84.952	-153.9492
100.000000	84.995	-154.3801
101.500000	85.037	-154.9794
103.000000	85.067	-155.6349
104.400002	85.084	-156.2728
106.000000	85.093	-156.9985
107.500000	85.097	-157.6707
109.000000	85.093	-158.3495
110.599998	85.080	-159.0784
112.000000	85.060	-159.6890
113.800003	85.015	-160.3783
115.000000	84.973	-160.7558
117.199997	84.879	-161.2477
118.000000	84.844	-161.3534
120.599998	84.754	-161.4345
122.000000	84.728	-161.3650
124.099998	84.728	-161.2255
125.000000	84.741	-161.1882
126.500000	84.776	-161.1982
128.000000	84.818	-161.3145
131.500000	84.908	-161.9302
132.000000	84.918	-162.0447
134.000000	84.951	-162.5309
136.000000	84.973	-163.0341
138.000000	84.989	-163.5428
140.000000	84.999	-164.0505
143.000000	85.005	-164.7721
145.000000	85.003	-165.2227
147.500000	84.993	-165.7745
150.000000	84.979	-166.3204
152.500000	84.961	-166.8505
155.000000	84.936	-167.3598
157.500000	84.904	-167.8291
160.000000	84.865	-168.2412
162.500000	84.820	-168.5980
165.000000	84.775	-168.9027
167.500000	84.733	-169.1491
170.000000	84.696	-169.3257
172.500000	84.667	-169.4491
175.000000	84.646	-169.5575
177.500000	84.631	-169.6847
180.000000	84.620	-169.8485
182.500000	84.609	-170.0423
185.000000	84.598	-170.2434
187.500000	84.586	-170.4386
190.000000	84.573	-170.6305
192.500000	84.558	-170.8199
195.000000	84.544	-171.0042
197.500000	84.529	-171.1788
200.000000	84.511	-171.3357
203.000000	84.489	-171.5126
206.000000	84.463	-171.7053
209.000000	84.434	-171.9099
212.000000	84.403	-172.1001
214.000000	84.382	-172.2072
218.000000	84.338	-172.3718
220.000000	84.318	-172.4348
224.000000	84.284	-172.5323
227.000000	84.264	-172.5814
230.000000	84.248	-172.6158
233.000000	84.235	-172.6509
236.000000	84.223	-172.6978
240.000000	84.207	-172.7837
243.000000	84.190	-172.8641
247.000000	84.163	-172.9780
250.000000	84.142	-173.0582
254.000000	84.114	-173.1562
258.000000	84.087	-173.2386
262.000000	84.059	-173.2956
265.000000	84.039	-173.3185
269.000000	84.016	-173.3286
272.000000	84.001	-173.3349
276.000000	83.983	-173.3546
280.000000	83.966	-173.3818
285.000000	83.947	-173.4299
290.000000	83.925	-173.5110
295.000000	83.895	-173.5938
300.000000	83.857	-173.6373
304.000000	83.825	-173.6295
307.000000	83.801	-173.5957
311.000000	83.771	-173.5227
315.000000	83.743	-173.4378
320.000000	83.711	-173.3336
325.000000	83.683	-173.2241
330.000000	83.661	-173.0933
335.000000	83.645	-172.9558
340.000000	83.631	-172.8351
345.000000	83.617	-172.7323
350.000000	83.601	-172.6361
355.000000	83.585	-172.5379
360.000000	83.569	-172.4348
365.000000	83.553	-172.3321
370.000000	83.538	-172.2368
375.000000	83.521	-172.1421
382.000000	83.496	-171.9970
387.000000	83.477	-171.8790
395.000000	83.448	-171.6531
400.000000	83.433	-171.4929
406.000000	83.416	-171.2810
412.000000	83.403	-171.0492
418.000000	83.396	-170.8163
425.000000	83.392	-170.5745
431.000000	83.389	-170.4004
437.000000	83.382	-170.2434
444.000000	83.373	-170.0589
450.000000	83.365	-169.8863
455.000000	83.359	-169.7319
462.000000	83.353	-169.5114
468.000000	83.350	-169.3305
475.000000	83.344	-169.1271
482.000000	83.337	-168.9122
487.000000	83.331	-168.7459
494.000000	83.325	-168.5023
500.000000	83.320	-168.2910
508.000000	83.316	-168.0084
515.000000	83.314	-167.7554
522.000000	83.315	-167.4990
530.000000	83.318	-167.2148
538.000000	83.322	-166.9482
545.000000	83.324	-166.7284
552.000000	83.324	-166.5068
560.000000	83.322	-166.2295
570.000000	83.322	-165.8320
580.000000	83.330	-165.3966
590.000000	83.349	-164.9667
600.000000	83.374	-164.5793
608.000000	83.397	-164.3117
615.000000	83.415	-164.1029
622.000000	83.430	-163.9035
630.000000	83.446	-163.6704
640.000000	83.465	-163.3616
650.000000	83.488	-163.0432
660.000000	83.517	-162.7449
670.000000	83.545	-162.4883
680.000000	83.567	-162.2443
690.000000	83.585	-161.9698
700.000000	83.606	-161.6613
710.000000	83.634	-161.3481
720.000000	83.667	-161.0585
730.000000	83.704	-160.8054
740.000000	83.742	-160.5941
750.000000	83.779	-160.4312
762.000000	83.817	-160.2932
775.000000	83.844	-160.1590
788.000000	83.863	-159.9775
800.000000	83.883	-159.7713
812.000000	83.909	-159.5746
825.000000	83.941	-159.4312
838.000000	83.968	-159.4096
850.000000	83.972	-159.5028
862.000000	83.943	-159.6447
875.000000	83.862	-159.6839
885.000000	83.766	-159.4619
900.000000	83.616	-158.4738
912.000000	83.549	-157.1845
925.000000	83.563	-155.6464
938.000000	83.651	-154.3001
950.000000	83.765	-153.3421
962.000000	83.884	-152.6297
975.000000	84.006	-152.0458
988.000000	84.118	-151.5669
1000.000000	84.217	-151.1658
1015.000000	84.342	-150.7072
1030.000000	84.471	-150.3363
1044.000000	84.589	-150.0936
1060.000000	84.714	-149.9074
1075.000000	84.821	-149.7933
1090.000000	84.918	-149.7229
1106.000000	85.010	-149.6526
1120.000000	85.085	-149.5701
1138.000000	85.181	-149.4645
1150.000000	85.243	-149.3998
1172.000000	85.358	-149.2710
1180.000000	85.401	-149.2328
1206.000000	85.545	-149.2412
1220.000000	85.611	-149.3366
1241.000000	85.684	-149.4888
1250.000000	85.708	-149.5141
1265.000000	85.748	-149.4837
1280.000000	85.794	-149.4004
1315.000000	85.930	-149.2948
1320.000000	85.950	-149.3089
1340.000000	86.018	-149.4449
1360.000000	86.058	-149.6341
1380.000000	86.067	-149.7162
1400.000000	86.065	-149.5587
1430.000000	86.106	-149.0402
1450.000000	86.156	-148.7688
1475.000000	86.211	-148.5063
1500.000000	86.255	-148.1866
1525.000000	86.302	-147.7662
1550.000000	86.357	-147.3010
1575.000000	86.415	-146.8023
1600.000000	86.481	-146.2020
1625.000000	86.569	-145.5656
1650.000000	86.670	-144.9749
1675.000000	86.778	-144.3826
1700.000000	86.902	-143.7657
1725.000000	87.052	-143.1998
1750.000000	87.218	-142.7873
1775.000000	87.386	-142.5172
1800.000000	87.558	-142.3559
1825.000000	87.732	-142.3703
1850.000000	87.890	-142.5943
1875.000000	88.018	-142.9200
1900.000000	88.120	-143.2509
1925.000000	88.201	-143.5674
1950.000000	88.257	-143.8156
1975.000000	88.295	-143.8968
2000.000000	88.335	-143.8065
2030.000000	88.389	-143.6006
2060.000000	88.437	-143.2343
2090.000000	88.505	-142.5954
2120.000000	88.617	-141.8665
2140.000000	88.706	-141.4335
2180.000000	88.890	-140.5282
2200.000000	89.000	-139.9701
2240.000000	89.291	-138.8879
2270.000000	89.548	-138.3391
2300.000000	89.814	-137.9863
2330.000000	90.093	-137.7761
2360.000000	90.382	-137.7517
2400.000000	90.767	-138.0487
2430.000000	91.045	-138.4568
2470.000000	91.408	-139.1844
2500.000000	91.673	-139.8935
2540.000000	92.006	-141.0243
2580.000000	92.322	-142.2980
2620.000000	92.621	-143.7498
2650.000000	92.827	-144.9482
2690.000000	93.077	-146.6631
2720.000000	93.241	-147.9931
2760.000000	93.437	-149.7397
2800.000000	93.620	-151.4816
2850.000000	93.826	-153.6886
2900.000000	94.009	-155.8596
2950.000000	94.189	-158.0437
3000.000000	94.351	-160.3629
3040.000000	94.461	-162.2631
3070.000000	94.536	-163.7038
3110.000000	94.623	-165.6745
3150.000000	94.691	-167.6794
3200.000000	94.752	-170.1810
3250.000000	94.791	-172.6944
3300.000000	94.806	-175.2299
3350.000000	94.793	-177.7879
3400.000000	94.746	179.6764
3450.000000	94.672	177.2312
3500.000000	94.577	174.8573
3550.000000	94.458	172.5422
3600.000000	94.315	170.3026
3650.000000	94.146	168.1628
3700.000000	93.952	166.1709
3750.000000	93.739	164.3597
3820.000000	93.424	162.0710
3870.000000	93.184	160.5969
3950.000000	92.776	158.6065
4000.000000	92.516	157.5770
4060.000000	92.200	156.4933
4120.000000	91.867	155.5957
4180.000000	91.508	155.0336
4250.000000	91.073	155.0524
4310.000000	90.733	155.7080
4370.000000	90.467	156.8084
4440.000000	90.285	158.3238
4500.000000	90.242	159.4987
4550.000000	90.267	160.2009
4620.000000	90.351	160.6151
4680.000000	90.429	160.4873
4750.000000	90.503	159.9139
4820.000000	90.544	158.9883
4870.000000	90.546	158.1780
4940.000000	90.507	156.9877
5000.000000	90.446	156.0060
5080.000000	90.340	154.7247
5150.000000	90.217	153.6215
5220.000000	90.060	152.6635
5300.000000	89.859	151.8862
5380.000000	89.666	151.4550
5450.000000	89.526	151.3090
5520.000000	89.432	151.2746
5600.000000	89.397	151.1286
5700.000000	89.439	150.2917
5800.000000	89.494	148.3503
5900.000000	89.455	145.2736
6000.000000	89.226	141.5078
6080.000000	88.873	138.5773
6150.000000	88.452	136.4384
6220.000000	87.945	134.9042
6300.000000	87.295	134.0302
6400.000000	86.442	134.2717
6500.000000	85.617	135.7833
6600.000000	84.868	138.3044
6700.000000	84.224	141.6458
6800.000000	83.712	145.6288
6900.000000	83.360	150.0208
7000.000000	83.185	154.5447
7100.000000	83.189	158.9230
7200.000000	83.359	162.8825
7300.000000	83.669	166.1486
7400.000000	84.074	168.4878
7500.000000	84.522	169.7556
7620.000000	85.043	169.8039
7750.000000	85.497	168.2088
7880.000000	85.768	165.3712
8000.000000	85.828	162.1971
8120.000000	85.710	159.0143
8250.000000	85.411	156.0749
8380.000000	84.997	153.9950
8500.000000	84.579	152.8390
8620.000000	84.182	152.1765
8750.000000	83.803	151.5639
8850.000000	83.536	150.8465
9000.000000	83.078	149.1359
9120.000000	82.570	147.5755
9250.000000	81.813	146.5643
9380.000000	80.843	147.2553
9500.000000	79.813	150.1511
9620.000000	78.766	155.5931
9750.000000	77.838	164.2151
9880.000000	77.440	174.8011
10000.000000	77.747	-174.9640
10150.000000	78.957	-163.5873
10300.000000	80.648	-155.7604
10440.000000	82.251	-152.8104
10600.000000	83.765	-154.8314
10750.000000	84.685	-160.8114
10900.000000	85.063	-168.4944
11060.000000	84.940	-175.9965
11200.000000	84.510	179.3342
11380.000000	83.697	176.5491
11500.000000	83.088	176.7203
11720.000000	82.086	-179.1468
11800.000000	81.835	-176.6366
12060.000000	81.812	-166.3683
12200.000000	82.428	-160.5706
12410.000000	84.086	-153.7432
12500.000000	84.952	-152.1981
12650.000000	86.403	-152.3376
12800.000000	87.666	-156.3738
13150.000000	89.122	-177.5159
13200.000000	89.143	178.9561
13400.000000	88.860	165.7523
13600.000000	88.178	154.9937
13800.000000	87.313	146.6581
14000.000000	86.419	140.0902
14300.000000	85.267	131.5552
14500.000000	84.694	124.9692
14750.000000	84.024	113.8885
15000.000000	83.038	99.7745
15250.000000	81.475	84.5501
15500.000000	79.361	69.0697
15750.000000	76.973	51.3109
16000.000000	74.924	28.1287
16250.000000	74.310	-1.4000
16500.000000	75.367	-34.7185
16750.000000	76.778	-67.9501
17000.000000	77.536	-97.5673
17250.000000	77.349	-120.0612
17500.000000	76.308	-132.5964
17750.000000	74.724	-134.4363
18000.000000	73.145	-127.3592
18250.000000	72.382	-115.1995
18500.000000	72.914	-102.5583
18750.000000	74.311	-93.0135
19000.000000	75.924	-88.2507
19250.000000	77.385	-88.3163
19500.000000	78.531	-92.0123
19750.000000	79.295	-97.0793
